DOR Code,Municipality,County,Year,Population,DOR Income,DOR Income Per Capita,EQV,EQV Per Capita,Opiod Deaths,Democrat,Republican,Unemployment
10,Arlington,MIDDLESEX,1/1/2023,"46,308","3,052,960,000","65,927","12,795,048,700","276,303",3,83.10%,15.60%,2.50
11,Ashburnham,WORCESTER,1/1/2023,"6,315","228,935,000","36,253","795,346,900","125,946",1,53.20%,44.10%,3.20
12,Ashby,MIDDLESEX,1/1/2023,"3,193","123,259,000","38,603","366,133,300","114,667",0,47.30%,50%,2.60
13,Ashfield,FRANKLIN,1/1/2023,"1,695","47,892,000","28,255","271,206,700","160,004",1,81.70%,14.80%,1.90
14,Ashland,MIDDLESEX,1/1/2023,"18,832","1,000,740,000","53,140","3,214,888,000","170,714",0,69.90%,28.20%,2.70
15,Athol,WORCESTER,1/1/2023,"11,945","263,264,000","22,040","880,913,600","73,747",4,49.30%,47.40%,4.00
16,Attleboro,BRISTOL,1/1/2023,"46,461","1,606,767,000","34,583","5,286,614,900","113,786",22,58.20%,39.60%,3.60
17,Auburn,WORCESTER,1/1/2023,"16,889","651,647,000","38,584","2,423,368,200","143,488",4,55.20%,42.40%,3.00
18,Avon,NORFOLK,1/1/2023,"4,777","174,641,000","36,559","912,879,000","191,099",2,59.50%,38.30%,4.50
19,Ayer,MIDDLESEX,1/1/2023,"8,479","316,196,000","37,292","1,414,841,800","166,864",2,63.60%,33.40%,3.70
20,Barnstable,BARNSTABLE,1/1/2023,"48,916","2,008,186,000","41,054","16,031,008,100","327,725",34,58.20%,40.20%,3.10
21,Barre,WORCESTER,1/1/2023,"5,530","155,707,000","28,157","507,030,500","91,687",2,48.70%,48.60%,3.50
22,Becket,BERKSHIRE,1/1/2023,"1,931","56,000,000","29,001","558,339,300","289,145",0,63.60%,34.50%,3.10
23,Bedford,MIDDLESEX,1/1/2023,"14,383","1,093,494,000","76,027","4,399,434,500","305,877",2,72.10%,25.90%,2.90
24,Belchertown,HAMPSHIRE,1/1/2023,"15,350","565,700,000","36,853","1,706,796,100","111,192",0,61.50%,36.30%,2.60
25,Bellingham,NORFOLK,1/1/2023,"16,945","650,983,000","38,417","2,853,759,500","168,413",4,52.80%,44.80%,3.40
26,Belmont,MIDDLESEX,1/1/2023,"27,295","2,673,968,000","97,965","9,840,875,900","360,538",0,78.40%,19.70%,2.60
27,Berkley,BRISTOL,1/1/2023,"6,764","283,733,000","41,948","971,888,500","143,685",1,43.90%,53.70%,3.30
28,Berlin,WORCESTER,1/1/2023,"3,158","187,295,000","59,308","710,453,400","224,969",0,60.80%,36.30%,3.00
29,Bernardston,FRANKLIN,1/1/2023,"2,102","66,410,000","31,594","248,325,200","118,138",1,66.60%,30.70%,2.80
30,Beverly,ESSEX,1/1/2023,"42,670","2,147,810,000","50,335","7,994,706,700","187,361",11,68.50%,29.50%,2.90
31,Billerica,MIDDLESEX,1/1/2023,"42,119","1,792,705,000","42,563","7,998,669,600","189,906",7,54.10%,44.10%,3.00
32,Blackstone,WORCESTER,1/1/2023,"9,208","321,491,000","34,914","1,075,325,500","116,782",0,47.90%,50%,3.60
33,Blandford,HAMPDEN,1/1/2023,"1,215","39,447,000","32,467","180,760,100","148,774",0,39.60%,58.60%,2.70
34,Bolton,WORCESTER,1/1/2023,"5,665","452,935,000","79,953","1,191,544,800","210,334",0,67.10%,30.40%,3.10
35,Boston,SUFFOLK,1/1/2023,"675,647","37,186,003,000","55,038","203,894,526,100","301,777",377,82.90%,15.70%,3.50
36,Bourne,BARNSTABLE,1/1/2023,"20,452","819,472,000","40,068","5,178,654,100","253,210",0,53.40%,44.80%,3.70
37,Boxborough,MIDDLESEX,1/1/2023,"5,506","364,645,000","66,227","1,245,735,100","226,250",0,74.30%,23.20%,3.00
38,Boxford,ESSEX,1/1/2023,"8,203","907,352,000","110,612","2,027,205,500","247,130",0,56.50%,41.40%,2.70
39,Boylston,WORCESTER,1/1/2023,"4,849","306,364,000","63,181","894,665,100","184,505",0,57.30%,40.10%,2.90
40,Braintree,NORFOLK,1/1/2023,"39,143","1,741,785,000","44,498","8,213,296,300","209,828",7,58.10%,40.40%,3.00
41,Brewster,BARNSTABLE,1/1/2023,"10,318","433,996,000","42,062","4,380,442,300","424,544",2,66.50%,31.60%,2.70
42,Bridgewater,PLYMOUTH,1/1/2023,"28,633","977,567,000","34,141","3,400,108,700","118,748",1,52.60%,45.40%,4.00
43,Brimfield,HAMPDEN,1/1/2023,"3,694","150,717,000","40,800","466,597,600","126,312",1,47.50%,50.30%,2.40
44,Brockton,PLYMOUTH,1/1/2023,"105,643","2,294,511,000","21,719","8,886,561,300","84,119",64,76%,22.70%,4.80
45,Brookfield,WORCESTER,1/1/2023,"3,439","102,428,000","29,784","312,533,400","90,879",0,46.10%,51.40%,3.50
46,Brookline,NORFOLK,1/1/2023,"63,191","5,258,060,000","83,209","28,147,948,700","445,442",4,87.60%,11.20%,2.50
47,Buckland,FRANKLIN,1/1/2023,"1,816","44,572,050","24,544","236,099,700","130,011",0,74.70%,22.60%,2.20
48,Burlington,MIDDLESEX,1/1/2023,"26,377","1,423,904,000","53,983","8,100,649,200","307,110",14,61.70%,36.50%,2.70
49,Cambridge,MIDDLESEX,1/1/2023,"118,403","8,626,740,000","72,859","63,505,735,500","536,352",31,92%,6.60%,2.60
50,Canton,NORFOLK,1/1/2023,"24,370","1,466,824,000","60,190","5,664,784,600","232,449",1,63.80%,34.50%,3.40
51,Carlisle,MIDDLESEX,1/1/2023,"5,237","696,005,000","132,901","1,657,167,300","316,434",0,76.70%,21.20%,2.90
52,Carver,PLYMOUTH,1/1/2023,"11,645","414,530,000","35,597","1,542,843,600","132,490",2,47.30%,50.80%,2.80
53,Charlemont,FRANKLIN,1/1/2023,"1,185","28,506,000","24,056","147,289,000","124,295",1,66.20%,31.60%,3.40
54,Charlton,WORCESTER,1/1/2023,"13,315","544,329,000","40,881","1,794,497,600","134,773",0,44.80%,51.90%,3.20
55,Chatham,BARNSTABLE,1/1/2023,"6,594","462,832,000","70,190","7,904,158,600","1,198,690",0,61.30%,36.80%,2.80
56,Chelmsford,MIDDLESEX,1/1/2023,"36,392","2,065,597,000","56,760","6,551,073,600","180,014",4,62.50%,35.20%,3.00
57,Chelsea,SUFFOLK,1/1/2023,"40,787","863,146,000","21,162","4,225,152,600","103,591",14,77.60%,20.90%,3.30
58,Cheshire,BERKSHIRE,1/1/2023,"3,258","100,720,000","30,915","327,182,900","100,424",1,58%,40.10%,2.80
59,Chester,HAMPDEN,1/1/2023,"1,228","31,514,000","25,663","129,904,800","105,786",0,42.10%,55.90%,3.50
60,Chesterfield,HAMPSHIRE,1/1/2023,"1,186","37,028,000","31,221","165,075,500","139,187",0,62.20%,35%,2.40
61,Chicopee,HAMPDEN,1/1/2023,"55,560","1,217,103,000","21,906","4,282,298,400","77,075",17,56.40%,41.40%,4.40
62,Chilmark,DUKES,1/1/2023,"1,212","84,756,000","69,931","3,657,005,200","3,017,331",0,87.10%,12%,2.70
63,Clarksburg,BERKSHIRE,1/1/2023,"1,657","42,428,000","25,605","133,566,700","80,608",0,58.50%,39.90%,3.20
64,Clinton,WORCESTER,1/1/2023,"15,428","473,675,000","30,702","1,653,168,200","107,154",1,60.10%,37.10%,3.10
65,Cohasset,NORFOLK,1/1/2023,"8,381","1,097,715,000","130,977","3,240,448,100","386,642",1,68.50%,29.70%,2.80
66,Colrain,FRANKLIN,1/1/2023,"1,606","45,888,000","28,573","182,644,300","113,726",0,68.60%,31.40%,2.40
67,Concord,MIDDLESEX,1/1/2023,"18,491","2,815,154,000","152,245","7,134,203,400","385,820",2,82.10%,16.20%,3.00
68,Conway,FRANKLIN,1/1/2023,"1,761","65,789,000","37,359","272,849,200","154,940",0,76%,21.40%,1.70
69,Cummington,HAMPSHIRE,1/1/2023,829,"25,931,000","31,280","136,764,000","164,975",0,70.80%,27.30%,2.60
70,Dalton,BERKSHIRE,1/1/2023,"6,330","216,785,000","34,247","659,304,000","104,155",1,70.30%,27.30%,3.10
71,Danvers,ESSEX,1/1/2023,"28,087","1,359,576,000","48,406","5,748,464,900","204,666",1,58.20%,40%,3.00
72,Dartmouth,BRISTOL,1/1/2023,"33,783","1,413,488,000","41,840","6,198,070,600","183,467",8,54.80%,43.80%,3.60
73,Dedham,NORFOLK,1/1/2023,"25,364","1,544,132,000","60,879","5,863,555,800","231,176",3,68.10%,30.30%,3.00
74,Deerfield,FRANKLIN,1/1/2023,"5,090","236,065,000","46,378","808,941,100","158,928",1,72.70%,25%,2.20
75,Dennis,BARNSTABLE,1/1/2023,"14,674","576,790,000","39,307","7,955,584,100","542,155",3,60.20%,38.30%,3.10
76,Dighton,BRISTOL,1/1/2023,"8,101","302,643,000","37,359","1,162,938,400","143,555",1,45.50%,52.60%,3.50
77,Douglas,WORCESTER,1/1/2023,"8,983","360,048,000","40,081","1,154,562,000","128,527",0,44.40%,53.40%,2.70
78,Dover,NORFOLK,1/1/2023,"5,923","1,455,913,000","245,807","2,831,290,600","478,016",0,69.30%,28.60%,2.60
79,Dracut,MIDDLESEX,1/1/2023,"32,617","1,183,256,000","36,277","4,153,988,500","127,357",5,48.80%,49.40%,3.10
80,Dudley,WORCESTER,1/1/2023,"11,921","352,426,000","29,563","1,146,095,200","96,141",1,45.30%,52.60%,3.60
81,Dunstable,MIDDLESEX,1/1/2023,"3,358","225,804,000","67,244","606,991,900","180,760",0,57.10%,40.50%,2.50
82,Duxbury,PLYMOUTH,1/1/2023,"16,090","1,831,514,000","113,829","4,654,728,300","289,293",0,61.80%,36.50%,2.90
83,East Bridgewater,PLYMOUTH,1/1/2023,"14,440","545,081,000","37,748","1,926,835,300","133,437",2,47.70%,50.20%,3.50
84,East Brookfield,WORCESTER,1/1/2023,"2,224","77,494,000","34,844","278,867,500","125,390",0,43.60%,54.50%,3.20
85,East Longmeadow,HAMPDEN,1/1/2023,"16,430","732,957,000","44,611","2,143,969,100","130,491",1,52.40%,46%,2.70
86,Eastham,BARNSTABLE,1/1/2023,"5,752","217,839,000","37,872","3,250,149,400","565,047",0,70.20%,28.20%,2.40
87,Easthampton,HAMPSHIRE,1/1/2023,"16,211","523,032,000","32,264","1,773,024,900","109,372",4,73.80%,23.90%,2.70
88,Easton,BRISTOL,1/1/2023,"25,058","1,341,245,000","53,526","4,091,504,700","163,281",4,60.10%,38%,3.40
89,Edgartown,DUKES,1/1/2023,"5,168","354,791,000","68,652","10,127,877,000","1,959,729",1,70.70%,27.60%,2.50
90,Egremont,BERKSHIRE,1/1/2023,"1,372","39,762,000","28,981","461,457,900","336,340",0,80.50%,17.90%,1.90
91,Erving,FRANKLIN,1/1/2023,"1,665","43,553,000","26,158","956,478,200","574,461",1,59.50%,38.40%,2.30
92,Essex,ESSEX,1/1/2023,"3,675","258,565,000","70,358","944,642,600","257,046",0,65.90%,32%,2.10
93,Everett,MIDDLESEX,1/1/2023,"49,075","1,119,184,000","22,806","7,029,819,300","143,246",29,71.10%,27.70%,3.10
94,Fairhaven,BRISTOL,1/1/2023,"15,924","519,080,000","32,597","2,482,405,500","155,891",2,53.40%,44.90%,3.70
95,Fall River,BRISTOL,1/1/2023,"94,000","1,754,923,000","18,669","6,253,556,700","66,527",84,55.50%,42.80%,4.90
96,Falmouth,BARNSTABLE,1/1/2023,"32,517","1,530,740,000","47,075","13,186,717,700","405,533",6,64.60%,33.90%,2.90
97,Fitchburg,WORCESTER,1/1/2023,"41,946","910,150,000","21,698","3,008,407,300","71,721",11,58.90%,38.80%,4.60
98,Florida,BERKSHIRE,1/1/2023,694,"14,511,000","20,909","182,043,400","262,310",0,50%,48.60%,1.70
99,Foxborough,NORFOLK,1/1/2023,"18,618","993,227,000","53,348","3,632,254,300","195,094",2,59.50%,38.70%,3.30
100,Framingham,MIDDLESEX,1/1/2023,"72,362","2,776,859,000","38,375","11,101,738,800","153,419",32,74.10%,24.20%,2.80
101,Franklin,NORFOLK,1/1/2023,"33,261","1,811,756,000","54,471","6,057,291,000","182,114",6,61.70%,36.20%,3.10
102,Freetown,BRISTOL,1/1/2023,"9,206","364,015,000","39,541","1,612,258,700","175,131",0,45.30%,53%,3.20
103,Gardner,WORCESTER,1/1/2023,"21,287","469,806,000","22,070","1,481,985,500","69,619",10,55.10%,42.10%,4.00
104,Aquinnah,DUKES,1/1/2023,439,"12,927,000","29,446","810,687,000","1,846,667",0,87.90%,9.60%,1.90
105,Georgetown,ESSEX,1/1/2023,"8,470","448,136,000","52,909","1,425,622,900","168,314",0,55%,43.10%,2.90
106,Gill,FRANKLIN,1/1/2023,"1,551","39,605,000","25,535","173,933,200","112,143",0,69%,28.60%,2.10
107,Gloucester,ESSEX,1/1/2023,"29,729","1,223,353,000","41,150","7,571,872,500","254,697",7,67.40%,30.90%,3.20
108,Goshen,HAMPSHIRE,1/1/2023,960,"15,756,000","16,413","173,818,900","181,061",0,62.50%,34.50%,2.00
109,Gosnold,DUKES,1/1/2023,70,"879,000","12,557","229,578,500","3,279,693",0,69.10%,27.20%,0.00
110,Grafton,WORCESTER,1/1/2023,"19,664","1,013,829,000","51,558","2,853,771,800","145,127",2,62.50%,35.40%,3.10
111,Granby,HAMPSHIRE,1/1/2023,"6,110","219,903,000","35,991","698,314,800","114,290",0,52%,46%,2.60
112,Granville,HAMPDEN,1/1/2023,"1,538","55,406,000","36,025","210,428,400","136,820",0,40.60%,57.10%,3.30
113,Great Barrington,BERKSHIRE,1/1/2023,"7,172","348,192,000","48,549","1,600,428,300","223,150",1,82.30%,16%,2.70
114,Greenfield,FRANKLIN,1/1/2023,"17,768","418,675,000","23,563","1,635,101,600","92,025",14,73.40%,24.20%,2.90
115,Groton,MIDDLESEX,1/1/2023,"11,315","780,657,000","68,993","2,033,204,400","179,691",0,68.10%,29.80%,3.10
116,Groveland,ESSEX,1/1/2023,"6,752","294,671,000","43,642","1,116,385,500","165,341",1,53.50%,43.90%,2.50
117,Hadley,HAMPSHIRE,1/1/2023,"5,325","189,557,000","35,598","1,106,994,300","207,886",1,72.70%,27.30%,2.30
118,Halifax,PLYMOUTH,1/1/2023,"7,749","337,544,000","43,560","1,059,770,900","136,762",0,48.30%,49.50%,3.40
119,Hamilton,ESSEX,1/1/2023,"7,561","602,577,000","79,695","1,756,199,200","232,271",0,68%,29.60%,2.70
120,Hampden,HAMPDEN,1/1/2023,"4,966","229,631,000","46,241","662,234,900","133,354",2,46.20%,51.60%,2.70
121,Hancock,BERKSHIRE,1/1/2023,757,"11,350,000","14,993","322,918,000","426,576",1,54%,43.50%,2.30
122,Hanover,PLYMOUTH,1/1/2023,"14,833","850,059,000","57,309","3,073,778,500","207,226",0,51.10%,47.10%,2.90
123,Hanson,PLYMOUTH,1/1/2023,"10,639","422,602,000","39,722","1,526,710,200","143,501",1,48.30%,49.40%,3.10
124,Hardwick,WORCESTER,1/1/2023,"2,667","66,384,000","24,891","270,761,600","101,523",0,49.20%,48.30%,2.10
125,Harvard,WORCESTER,1/1/2023,"6,851","483,840,000","70,623","1,320,082,000","192,685",1,74.40%,23.40%,3.10
126,Harwich,BARNSTABLE,1/1/2023,"13,440","560,400,000","41,696","6,396,397,000","475,922",3,61.80%,36.10%,3.00
127,Hatfield,HAMPSHIRE,1/1/2023,"3,352","133,900,000","39,946","610,123,900","182,018",0,68.30%,30.10%,3.10
128,Haverhill,ESSEX,1/1/2023,"67,787","2,048,798,000","30,224","7,590,825,800","111,981",26,58.50%,39.50%,3.50
129,Hawley,FRANKLIN,1/1/2023,353,"7,067,000","20,020","51,879,800","146,968",0,67.10%,30.30%,3.60
130,Heath,FRANKLIN,1/1/2023,723,"9,390,000","12,988","96,423,600","133,366",0,63.20%,33.80%,2.50
131,Hingham,PLYMOUTH,1/1/2023,"24,284","3,107,735,000","127,975","7,942,260,800","327,057",1,67.10%,31.30%,3.20
132,Hinsdale,BERKSHIRE,1/1/2023,"1,919","73,337,000","38,216","323,523,800","168,590",1,63.90%,33.30%,3.30
133,Holbrook,NORFOLK,1/1/2023,"11,405","372,777,000","32,685","1,455,967,400","127,660",2,59.70%,38.60%,3.70
134,Holden,WORCESTER,1/1/2023,"19,905","913,423,000","45,889","2,669,892,800","134,132",0,58.10%,39.90%,2.90
135,Holland,HAMPDEN,1/1/2023,"2,603","89,724,000","34,469","368,404,300","141,531",0,45.50%,51.60%,2.80
136,Holliston,MIDDLESEX,1/1/2023,"14,996","1,295,623,000","86,398","2,882,048,100","192,188",0,70.80%,27%,3.20
137,Holyoke,HAMPDEN,1/1/2023,"38,238","754,071,000","19,720","2,379,718,800","62,234",47,68.40%,29.80%,5.30
138,Hopedale,WORCESTER,1/1/2023,"6,017","280,469,000","46,613","867,520,800","144,178",0,60.70%,37.10%,2.90
139,Hopkinton,MIDDLESEX,1/1/2023,"18,758","1,631,987,000","87,002","4,454,778,900","237,487",1,69.20%,29.10%,3.20
140,Hubbardston,WORCESTER,1/1/2023,"4,328","167,723,000","38,753","527,028,100","121,772",1,47.60%,49.50%,2.50
141,Hudson,MIDDLESEX,1/1/2023,"20,092","833,465,000","41,482","3,166,995,200","157,625",3,64.30%,33.50%,3.20
142,Hull,PLYMOUTH,1/1/2023,"10,072","494,319,000","49,079","2,567,554,800","254,920",4,63.90%,34.50%,3.40
143,Huntington,HAMPSHIRE,1/1/2023,"2,094","68,901,000","32,904","203,312,000","97,093",0,48.10%,49%,3.10
144,Ipswich,ESSEX,1/1/2023,"13,785","949,198,000","68,857","3,246,602,500","235,517",1,65.30%,32.70%,2.60
145,Kingston,PLYMOUTH,1/1/2023,"13,708","612,825,000","44,706","2,303,085,100","168,010",3,53.20%,44.50%,2.90
146,Lakeville,PLYMOUTH,1/1/2023,"11,523","506,180,000","43,928","2,033,953,800","176,513",0,45.70%,51.90%,3.10
147,Lancaster,WORCESTER,1/1/2023,"8,441","323,775,000","38,357","1,088,038,600","128,899",0,56.40%,41.10%,3.00
148,Lanesborough,BERKSHIRE,1/1/2023,"3,038","89,385,000","29,422","426,435,400","140,367",1,65.70%,32.20%,2.50
149,Lawrence,ESSEX,1/1/2023,"89,143","1,535,412,000","17,224","5,310,863,600","59,577",52,73.50%,25.20%,6.00
150,Lee,BERKSHIRE,1/1/2023,"5,788","192,660,000","33,286","1,039,758,100","179,640",0,69.60%,28.30%,2.40
151,Leicester,WORCESTER,1/1/2023,"11,087","367,953,000","33,188","1,145,368,600","103,307",0,48.50%,49.30%,2.80
152,Lenox,BERKSHIRE,1/1/2023,"5,095","285,824,000","56,099","1,351,518,200","265,264",0,80.70%,18%,3.60
153,Leominster,WORCESTER,1/1/2023,"43,782","1,313,291,000","29,996","4,405,389,500","100,621",14,57.40%,40.10%,3.70
154,Leverett,FRANKLIN,1/1/2023,"1,865","83,155,000","44,587","291,826,100","156,475",0,86.40%,11.80%,2.50
155,Lexington,MIDDLESEX,1/1/2023,"34,454","4,526,816,000","131,387","13,471,181,900","390,990",1,81.80%,16.70%,3.10
156,Leyden,FRANKLIN,1/1/2023,734,"22,145,000","30,170","95,052,200","129,499",0,66%,31%,1.50
157,Lincoln,MIDDLESEX,1/1/2023,"7,014","1,095,611,000","156,203","2,323,751,900","331,302",0,82.20%,16.10%,2.90
158,Littleton,MIDDLESEX,1/1/2023,"10,141","593,447,000","58,520","2,226,110,600","219,516",1,67.50%,29.80%,3.20
159,Longmeadow,HAMPDEN,1/1/2023,"15,853","1,233,310,000","77,797","2,309,114,600","145,658",0,64.70%,33.70%,2.80
160,Lowell,MIDDLESEX,1/1/2023,"115,554","2,668,420,000","23,092","9,848,176,600","85,226",56,65.80%,32.40%,4.20
161,Ludlow,HAMPDEN,1/1/2023,"21,002","640,417,000","30,493","2,262,713,800","107,738",0,48.10%,50.30%,3.30
162,Lunenburg,WORCESTER,1/1/2023,"11,782","480,516,000","40,784","1,672,175,900","141,926",2,56.20%,41.30%,3.10
163,Lynn,ESSEX,1/1/2023,"101,253","2,257,096,000","22,292","9,814,969,600","96,935",21,69.20%,29.20%,4.00
164,Lynnfield,ESSEX,1/1/2023,"13,000","1,147,737,000","88,287","3,508,636,700","269,895",0,50.60%,48%,2.70
165,Malden,MIDDLESEX,1/1/2023,"66,263","1,941,308,000","29,297","9,209,316,800","138,981",15,74.60%,23.90%,3.50
166,Manchester By The Sea,ESSEX,1/1/2023,"5,395","969,723,000","179,745","2,662,108,600","493,440",0,71.20%,27.10%,2.70
167,Mansfield,BRISTOL,1/1/2023,"23,860","1,286,584,000","53,922","4,294,632,400","179,993",2,62.40%,35.60%,3.00
168,Marblehead,ESSEX,1/1/2023,"20,441","1,923,335,000","94,092","6,959,309,400","340,458",1,71.40%,27%,2.80
169,Marion,PLYMOUTH,1/1/2023,"5,347","346,147,000","64,737","1,895,160,500","354,434",0,64.40%,33.90%,3.10
170,Marlborough,MIDDLESEX,1/1/2023,"41,793","1,524,693,000","36,482","6,865,547,800","164,275",12,65.80%,31.10%,3.00
171,Marshfield,PLYMOUTH,1/1/2023,"25,825","1,398,900,000","54,168","5,504,694,400","213,154",0,55.20%,43%,2.90
172,Mashpee,BARNSTABLE,1/1/2023,"15,060","626,791,000","41,620","5,990,551,100","397,779",2,58.30%,40.10%,2.90
173,Mattapoisett,PLYMOUTH,1/1/2023,"6,508","376,081,000","57,787","1,900,482,600","292,023",0,58.10%,40.40%,3.30
174,Maynard,MIDDLESEX,1/1/2023,"10,746","460,513,000","42,854","1,620,005,500","150,754",2,73.20%,24.90%,2.60
175,Medfield,NORFOLK,1/1/2023,"12,799","1,274,776,000","99,600","2,985,655,000","233,273",0,69%,28.90%,3.20
176,Medford,MIDDLESEX,1/1/2023,"59,659","2,576,488,000","43,187","12,501,964,700","209,557",8,74.20%,24.20%,3.00
177,Medway,NORFOLK,1/1/2023,"13,115","736,877,000","56,186","2,494,179,400","190,178",3,61.40%,35.80%,2.80
178,Melrose,MIDDLESEX,1/1/2023,"29,817","1,608,282,000","53,938","6,208,754,700","208,229",12,72.90%,25.60%,2.90
179,Mendon,WORCESTER,1/1/2023,"6,228","367,439,000","58,998","1,082,278,300","173,776",0,52.30%,45.20%,3.00
180,Merrimac,ESSEX,1/1/2023,"6,723","364,789,000","54,260","966,545,100","143,767",1,58.70%,39.40%,2.90
181,Methuen,ESSEX,1/1/2023,"53,059","1,699,916,000","32,038","6,534,741,900","123,160",15,55.40%,43.20%,3.80
182,Middleborough,PLYMOUTH,1/1/2023,"24,245","805,712,000","33,232","3,078,877,100","126,990",4,45.70%,52.10%,3.40
183,Middlefield,HAMPSHIRE,1/1/2023,385,"10,159,000","26,387","73,050,200","189,741",0,59.80%,37.20%,1.70
184,Middleton,ESSEX,1/1/2023,"9,779","581,197,000","59,433","2,366,454,600","241,994",1,47.30%,51.10%,3.10
185,Milford,WORCESTER,1/1/2023,"30,379","1,034,640,000","34,058","3,913,410,800","128,820",9,60%,38.20%,3.00
186,Millbury,WORCESTER,1/1/2023,"13,831","515,196,000","37,249","1,940,073,800","140,270",4,51.50%,46.10%,3.30
187,Millis,NORFOLK,1/1/2023,"8,460","400,704,000","47,365","1,417,727,000","167,580",2,62.30%,35.70%,3.30
188,Millville,WORCESTER,1/1/2023,"3,174","107,806,000","33,965","337,150,600","106,223",1,44.60%,53%,3.40
189,Milton,NORFOLK,1/1/2023,"28,630","2,228,818,000","77,849","6,817,342,900","238,119",9,73.30%,25.50%,3.40
190,Monroe,FRANKLIN,1/1/2023,118,"982,000","8,322","28,214,600","239,107",0,46.70%,51.70%,1.40
191,Monson,HAMPDEN,1/1/2023,"8,150","276,677,000","33,948","853,970,900","104,782",1,47.40%,50.20%,3.30
192,Montague,FRANKLIN,1/1/2023,"8,580","205,571,000","23,959","953,787,100","111,164",3,72.20%,25%,3.50
193,Monterey,BERKSHIRE,1/1/2023,"1,095","29,613,000","27,044","540,379,700","493,497",0,81.40%,17.30%,2.70
194,Montgomery,HAMPDEN,1/1/2023,819,"29,728,000","36,298","113,997,900","139,192",0,43.70%,55.40%,2.30
195,Mount Washington,BERKSHIRE,1/1/2023,160,"3,221,000","20,131","100,069,300","625,433",0,82.80%,13.10%,1.20
196,Nahant,ESSEX,1/1/2023,"3,334","231,730,000","69,505","1,034,428,700","310,267",0,64.70%,33.90%,3.10
197,Nantucket,NANTUCKET,1/1/2023,"14,255","843,478,000","59,171","26,096,711,600","1,830,706",4,72%,26.30%,2.20
198,Natick,MIDDLESEX,1/1/2023,"37,006","2,330,827,000","62,985","9,500,063,400","256,717",1,75.40%,23.10%,2.80
199,Needham,NORFOLK,1/1/2023,"32,091","3,823,782,000","119,154","11,580,160,100","360,854",6,78.10%,20.50%,2.80
200,New Ashford,BERKSHIRE,1/1/2023,250,"6,924,000","27,696","40,130,500","160,522",0,64.90%,31.80%,2.20
201,New Bedford,BRISTOL,1/1/2023,"101,079","1,906,151,000","18,858","6,947,603,100","68,734",76,61%,37.40%,5.20
202,New Braintree,WORCESTER,1/1/2023,996,"39,367,000","39,525","125,454,700","125,959",0,47.80%,50.30%,3.10
203,New Marlborough,BERKSHIRE,1/1/2023,"1,528","54,346,000","35,567","568,276,600","371,909",0,70.70%,27.60%,2.40
204,New Salem,FRANKLIN,1/1/2023,983,"27,111,000","27,580","123,679,700","125,819",0,61.90%,35.10%,2.40
205,Newbury,ESSEX,1/1/2023,"6,716","469,123,000","69,852","1,736,208,200","258,518",0,62.60%,35.20%,2.90
206,Newburyport,ESSEX,1/1/2023,"18,289","1,206,685,000","65,979","4,963,974,700","271,419",5,72.40%,25.80%,2.80
